"","AE","SE"
"cropland1",46.4964933511586,2161.92389395433
"cropland2",66.0488819446948,4362.45480614423
"cropland3",29.7269115651505,883.689271202281
"cropland4",52.5117234260243,2757.48109717127
"cropland5",73.3468969421253,5379.76729103875
"cropland6",59.9400966472784,3592.81518608507
"cropland7",9.34104010662704,87.255030273615
"cropland8",51.9086040599166,2694.50317544919
"cropland9",93.5070849741012,8743.57494035379
"cropland10",58.2836413761337,3396.98285206177
"cropland11",31.1467807975302,970.121954049398
"cropland12",33.946151035396,1152.34117011792
"cropland13",1.87230050094466,3.50550916583761
"cropland14",12.1064371644157,146.565820815946
"cropland15",3.73850686567858,13.9764335847258
"cropland16",0.750564641093896,0.56334728046041
"cropland17",39.326899195135,1546.60500030431
"cropland18",0.614267000633789,0.377323948067631
"cropland19",2.66747203257124,7.11540704454973
"cropland20",1.47965350164137,2.18937448491957
"cropland21",3.59204056055885,12.9027553886999
"cropland22",3.18240902968594,10.1277272322266
"cropland23",6.61814464333858,43.7998385201512
"cropland24",17.3824741583033,302.150407864081
"cropland25",0.778712015713894,0.606392403417195
"cropland26",95.1890168899144,9060.9489364684
"cropland27",31.4578349336666,989.595378713812
"cropland28",23.5272532035689,553.531643304843
"cropland29",20.8319810094456,433.971432777902
"cropland30",0.813853422159401,0.662357392760569
"cropland31",10.5909121628471,112.167420441144
"cropland32",1.1281308253421,1.27267915908704
"cropland33",10.5274516296177,110.82723781394
"cropland34",30.4097354779237,924.752011837288
"cropland35",6.98681659676793,48.8156061568718
"cropland36",2.73994862396952,7.50731846199246
"cropland37",0.405310578797075,0.16427666528482
"cropland38",1.1866552359028,1.40815064889553
"cropland39",3.70129770481323,13.6996046996557
"cropland40",21.485478462228,461.625784750865
"cropland41",49.0406253771005,2404.98293737711
"cropland42",11.6781751801817,136.379775539012
"cropland43",31.0067216227023,961.416785787756
"cropland44",3.30918767617641,10.9507230761578
"cropland45",2.73107227498719,7.45875577120371
"cropland46",10.3582884535122,107.294139686165
"cropland47",8.15165354583072,66.4494555312546
"cropland48",42.7931486544591,1831.25357176263
"cropland49",34.7308550971855,1206.2322957817
"cropland50",5.1524120656455,26.5473500942093
"cropland51",5.79959321074022,33.635281410064
"cropland52",12.8248629641535,164.477110049317
"cropland53",29.7778168881289,886.718378622933
"cropland54",0.979888695996889,0.960181856542483
"cropland55",6.86766838189902,47.1648690037354
"cropland56",2.57533272097789,6.63233862373938
"cropland57",4.35186978219743,18.9387706012031
"cropland58",0.867313167603223,0.752232130697936
"cropland59",4.37001349744027,19.0970179678101
"cropland60",3.74308091574018,14.0106547417784
"cropland61",3.38109377360813,11.4317951059317
"cropland62",2.46731456141396,6.08764114496538
"cropland63",1.07695899963482,1.15984068689444
"cropland64",1.38895449298716,1.92919458358923
"cropland65",10.9162076051564,119.163588478875
"cropland66",7.52518116798996,56.6283516110708
"cropland67",0.216453141662228,0.0468519625354487
"cropland68",62.8596300869281,3951.33309466543
"cropland69",2.71488079995932,7.37057775798778
"cropland70",2.69670952930001,7.2722422854175
"cropland71",0.779559566159607,0.607713117190954
"cropland72",3.35896441675152,11.2826419530029
"cropland73",0.482782753465883,0.2330791870441
"cropland74",0.157681243094051,0.0248633744236851
"cropland75",1.36695097379377,1.86855496475573
"cropland76",2.84398549301818,8.08825348449786
"cropland77",0.143760452667638,0.0206670677512041
"cropland78",0.0788220202303263,0.00621291087318996
"cropland79",0.329280114343051,0.108425393701773
"cropland80",0.830976359037442,0.690521709279124
"cropland81",0.664571526440107,0.441655313754934
"cropland82",5.70472357059883,32.5438710169459
"cropland83",2.1717299958068,4.716411174687
"cropland84",0.105141066791094,0.0110546439259692
"cropland85",14.4137647921856,207.756615484448
"cropland86",0.873231820000616,0.762533811461588
"cropland87",0.932059085943272,0.868734139689407
"cropland88",7.74140458679388,59.9293449764334
"cropland89",0.588254854158807,0.3460437734414
"cropland90",0.414416453127348,0.171740996622651
"cropland91",14.0958563003862,198.693164841137
"cropland92",0.817822385056107,0.66883345349886
"cropland93",0.33781962531823,0.114122099250149
