"","X","Y","cropland","dec.trees","evgr.trees","shrubland","grassland","bare.soil","wetland","urban","water","dominant","pure","cell.no","red","nir","blue","swir","osavi","lswi","is.water","height","slope","aspect","tpi","mean.ndvi","phase1","amplitude1","phase2","amplitude2","optional"
"11",24.9652457912614,59.2013821320109,2,78,5,0,15,0,0,0,0,"dec.trees",FALSE,58922606,58,823,73,341,1.00708162784576,0.414089351892471,0,64,0.0175251588225365,5.66264533996582,0.75,0.679555535316467,3.70070242881775,0.226157233119011,6.10763931274414,0.0909003391861916,TRUE
"12",26.4692416337733,55.8412712958525,99,1,0,0,0,0,0,0,0,"cropland",TRUE,93065082,92,698,74,372,0.889642596244812,0.30467289686203,0,118,0.00906479731202126,1.05630385875702,-0.5,0.440090924501419,3.42130279541016,0.301153510808945,5.79712009429932,0.0758095756173134,TRUE
"13",26.4236236492451,55.9315605168171,12,0,4,0,21,0,0,11,52,"water",FALSE,92147756,24,133,16,129,0.804530441761017,0.0152671756222844,0,87,0.0556924343109131,2.19816303253174,-1.25,0.430999994277954,3.52895212173462,0.287995994091034,6.08843183517456,0.0247393846511841,TRUE
"14",23.2152681219427,62.9762225843451,89,1,0,2,0,0,0,8,0,"cropland",FALSE,20566442,65,821,36,333,0.989618122577667,0.422876954078674,0,63,0.0126371840015054,3.49100279808044,0.5,0.647911131381989,3.82107543945312,0.301532983779907,5.59504985809326,0.0635482594370842,TRUE
"15",26.607112954533,56.3065910221287,99,0,0,0,0,0,0,1,0,"cropland",TRUE,88337701,69,965,44,448,1.00502824783325,0.365888178348541,0,109,0.0113796265795827,6.28318548202515,0.375,0.611534893512726,3.44285154342651,0.385437607765198,4.03158044815063,0.0661217793822289,TRUE
"16",22.3462284989477,61.3343364355659,84,1,0,15,0,0,0,0,0,"cropland",FALSE,37247966,42,703,49,272,1.02898705005646,0.442051291465759,0,50,0,1.57079637050629,0,0.560941159725189,3.60397624969482,0.155153781175613,0.387699723243713,0.171866193413734,TRUE
"17",26.4930643780365,56.6379379720547,96,0,0,0,0,0,0,4,0,"cropland",TRUE,84970866,68,859,35,408,0.989645779132843,0.355958968400955,0,102,0.0119618391618133,5.21801853179932,-0.625,0.507069766521454,3.52266955375671,0.312753885984421,5.55551385879517,0.0252046883106232,TRUE
"18",23.7510301268699,63.5148859917051,91,0,9,0,0,0,0,0,0,"cropland",FALSE,15093542,75,739,29,314,0.946054816246033,0.403608739376068,0,78,0.0240692235529423,4.40205717086792,0.5,0.555800020694733,5.28172063827515,0.0697414129972458,0.457028746604919,0.21969735622406,TRUE
"19",25.0407211476985,61.076427404957,40,0,55,0,0,5,0,0,0,"evgr.trees",FALSE,39871482,25,816,1,374,1.09082698822021,0.371428579092026,0,110,0.00384841416962445,2.02391123771667,-0.125,0.76387095451355,3.7729058265686,0.30387869477272,5.18367910385132,0.0695164129137993,TRUE
"20",22.5317342655811,57.0377292368371,100,0,0,0,0,0,0,0,0,"cropland",TRUE,80904633,95,900,46,374,0.938341557979584,0.412872850894928,0,82,0.0142977647483349,0.883004248142242,0.125,0.663921594619751,3.57438564300537,0.1926089823246,4.61548233032227,0.0951775088906288,TRUE
"21",22.6676374035934,60.468270541591,95,0,0,0,0,0,0,5,0,"cropland",TRUE,46048130,48,964,2,342,1.04979455471039,0.476263403892517,0,25,0.0487731210887432,3.33419489860535,-0.125,0.495902448892593,3.69623470306396,0.108205728232861,0.335669487714767,0.259058147668839,TRUE
"22",26.7489874880771,55.5119184663531,100,0,0,0,0,0,0,0,0,"cropland",TRUE,96411924,66,755,59,402,0.973306059837341,0.30509939789772,0,138,0.00315178744494915,5.75405979156494,0.25,0.626976728439331,3.50261330604553,0.369550943374634,4.20261430740356,0.0683718845248222,TRUE
"23",27.4593447892647,63.139843940182,100,0,0,0,0,0,0,0,0,"cropland",TRUE,18907520,31,1126,12,315,1.09768748283386,0.562803626060486,0,95,0.0174410548061132,1.79442191123962,0.375,0.585909068584442,3.68326163291931,0.170617982745171,0.875520884990692,0.169151902198792,TRUE
"24",27.8233896451298,57.0039855581629,100,0,0,0,0,0,0,0,0,"cropland",TRUE,81252687,62,869,47,349,1.00532674789429,0.426929384469986,0,83,0.00858672801405191,5.85535669326782,-0.25,0.565185189247131,3.43850231170654,0.410565465688705,4.35742712020874,0.0247059855610132,TRUE
"25",28.5912631570495,55.3730549610019,91,9,0,0,0,0,0,0,0,"cropland",FALSE,97824981,52,932,29,390,1.03722977638245,0.409984856843948,0,138,0.00901777762919664,2.09041905403137,-0.375,0.635659575462341,3.61426377296448,0.377471774816513,5.05093288421631,0.0962026789784431,TRUE
"26",22.6329634116455,63.6031619074809,100,0,0,0,0,0,0,0,0,"cropland",TRUE,14195295,46,884,33,298,1.04506754875183,0.495769888162613,0,10,0,1.57079637050629,0,0.713396847248077,3.82429552078247,0.303096771240234,5.41513967514038,0.0971607714891434,TRUE
"27",27.2906765208012,55.6428573978985,99,0,0,1,0,0,0,0,0,"cropland",TRUE,95081910,89,588,15,380,0.85480535030365,0.214876025915146,0,154,0.00855858717113733,4.52522134780884,0.125,0.49018868803978,3.60372495651245,0.285472840070724,3.28535842895508,0.055950615555048,TRUE
"28",25.860095008521,59.1488309732021,96,2,2,0,0,0,0,0,0,"cropland",TRUE,59457748,40,734,12,281,1.03988838195801,0.446305423974991,0,116,0.0832442343235016,5.00626468658447,-0.375,0.519512176513672,4.06050109863281,0.206037849187851,6.18589067459106,0.160355806350708,TRUE
"29",26.9186621796255,61.0565650849772,100,0,0,0,0,0,0,0,0,"cropland",TRUE,40074975,43,877,9,381,1.0513824224472,0.39427661895752,0,88,0,1.57079637050629,0,0.619515180587769,0.450716704130173,0.194305062294006,0.741580188274384,0.318043172359467,TRUE
"30",26.0972235788593,58.5932332960028,100,0,0,0,0,0,0,0,0,"cropland",TRUE,65102787,70,739,43,336,0.959068655967712,0.374883711338043,0,46,0.0113122230395675,1.92933034896851,-1,0.552421033382416,3.27487444877625,0.327610284090042,5.74943971633911,0.114002265036106,TRUE
"31",22.7122898161583,61.0238044150268,45,23,0,0,20,0,0,12,0,"cropland",FALSE,40403375,83,751,47,328,0.928934514522552,0.392029643058777,0,72,0.0199988726526499,4.36172294616699,0,0.592558145523071,3.71363830566406,0.335797846317291,4.69443035125732,0.0731645599007607,TRUE
"32",28.187497535984,55.8501817904465,100,0,0,0,0,0,0,0,0,"cropland",TRUE,92976094,108,899,53,314,0.911036968231201,0.48227533698082,0,125,0.0199523009359837,4.43699789047241,0.125,0.509333312511444,3.49788951873779,0.288735061883926,4.76736116409302,0.147313296794891,TRUE
"33",28.1765678069827,59.0942367167465,0,11,0,0,87,0,0,2,0,"grassland",FALSE,60014483,71,760,33,331,0.961595833301544,0.393217235803604,0,53,0.0091699967160821,0.128219559788704,-0.625,0.578418612480164,3.5644543170929,0.384286969900131,0.218576461076736,0.0495702661573887,TRUE
"34",28.4484156240654,55.3740404403573,100,0,0,0,0,0,0,0,0,"cropland",TRUE,97814757,87,714,25,368,0.907833635807037,0.319778174161911,0,138,0.0117070833221078,4.43380355834961,-0.5,0.56838458776474,3.29763293266296,0.239667609333992,5.10825967788696,0.0699015930294991,TRUE
"35",28.7400971376435,63.6260101764579,91,0,0,0,0,0,0,9,0,"cropland",FALSE,13969611,5,365,23,202,1.12816083431244,0.287477940320969,0,110,0.00733406096696854,3.78210520744324,0.25,0.667066693305969,3.93455290794373,0.398590445518494,5.31058406829834,0.145538613200188,TRUE
"36",25.7708533169425,58.8541617629879,72,20,8,0,0,0,0,0,0,"cropland",FALSE,62451418,27,819,10,396,1.08575212955475,0.348148137331009,0,79,0.0818422883749008,2.42392826080322,1.625,0.645945966243744,3.52879595756531,0.285677880048752,5.01169347763062,0.152242854237556,TRUE
"37",26.3928526977095,64.503994724429,89,0,0,11,0,0,0,0,0,"cropland",FALSE,5046445,66,781,33,379,0.9790358543396,0.346551716327667,0,114,0.005517209880054,1.22124532708767e-14,-0.375,0.668551743030548,3.90033483505249,0.45244562625885,5.24574565887451,0.140867039561272,TRUE
"38",23.4156654864285,60.740082546528,100,0,0,0,0,0,0,0,0,"cropland",TRUE,43286964,86,812,37,335,0.937650322914124,0.415867477655411,0,99,0.00178027944639325,4.71238899230957,0,0.537789463996887,3.72770857810974,0.262205123901367,0.329036712646484,0.0813544169068336,TRUE
"39",25.6200363972102,58.138904484106,66,16,18,0,0,0,0,0,0,"cropland",FALSE,69718946,28,725,27,356,1.07350361347198,0.341350615024567,0,94,0.0615005530416965,3.63489961624146,0.5,0.664340436458588,3.46122598648071,0.380270898342133,5.49545526504517,0.0294481888413429,TRUE
"40",27.6349167001409,55.1864705555532,100,0,0,0,0,0,0,0,0,"cropland",TRUE,99719057,129,768,62,467,0.826207160949707,0.243724703788757,0,157,0.0121611803770065,4.43255233764648,0.5,0.546344816684723,3.44878482818604,0.362164676189423,3.99451422691345,0.0740168020129204,TRUE
"41",27.4573506103491,57.6150598707672,0,0,100,0,0,0,0,0,0,"evgr.trees",TRUE,75043038,24,482,21,219,1.04962861537933,0.375178307294846,0,180,0.0326572097837925,5.00344514846802,0.5,0.707199990749359,3.31621766090393,0.361825078725815,2.60890865325928,0.0512657128274441,TRUE
"42",25.167696754476,60.4732019531922,5,15,37,0,31,0,0,12,0,"evgr.trees",FALSE,46000250,39,665,19,370,1.03124284744263,0.285024166107178,0,59,0.0514234118163586,2.66343259811401,1.375,0.673023283481598,3.50264596939087,0.349456459283829,4.69254922866821,0.0198134835809469,TRUE
"43",21.8164788392362,56.4424796322232,0,45,41,0,14,0,0,0,0,"dec.trees",FALSE,86951912,28,686,13,296,1.06878006458282,0.397148668766022,0,168,0.0119540756568313,5.74351453781128,1.375,0.654956519603729,3.43804121017456,0.339811623096466,3.26678824424744,0.0416222549974918,TRUE
"44",28.6448209169817,60.7162689582496,0,0,99,0,1,0,0,0,0,"evgr.trees",TRUE,43534155,16,447,8,242,1.07945418357849,0.297532647848129,0,8,0.0134452227503061,2.34856820106506,-0.125,0.780816316604614,3.48055911064148,0.360586941242218,4.76272106170654,0.050191517919302,TRUE
"45",26.8819161188196,57.028803782978,0,67,0,0,28,0,0,0,5,"dec.trees",FALSE,80999738,51,694,34,411,1.00096619129181,0.256108611822128,0,98,0.013711029663682,1.34016621112823,1.25,0.655288875102997,3.44146060943604,0.432790249586105,3.84080934524536,0.0368538312613964,TRUE
"46",28.9315298335113,61.9374972796046,88,12,0,0,0,0,0,0,0,"cropland",FALSE,31125964,49,728,41,280,1.01348495483398,0.444444447755814,0,87,0.0116790579631925,1.72737240791321,-0.75,0.672651171684265,3.87568187713623,0.122413530945778,0.312214761972427,0.172063216567039,TRUE
"47",26.2598981693611,63.6765757049941,0,0,84,14,2,0,0,0,0,"evgr.trees",FALSE,13453031,35,628,15,229,1.03727602958679,0.465577602386475,0,144,0.0110693629831076,1.48174726963043,0.375,0.75323075056076,5.82633018493652,0.119104444980621,0.230141878128052,0.188367173075676,TRUE
"48",29.0803488605896,62.3511725081043,0,0,100,0,0,0,0,0,0,"evgr.trees",TRUE,26922754,14,466,12,175,1.09196937084198,0.453978151082993,0,116,0.150168895721436,4.86687421798706,0.625,0.773157894611359,3.40624117851257,0.709437549114227,3.66673541069031,0.184702754020691,TRUE
"49",29.4622933437842,63.4871161218551,0,0,100,0,0,0,0,0,0,"evgr.trees",TRUE,15381539,31,509,13,249,1.02651071548462,0.343007922172546,0,184,0.0979364588856697,3.47619891166687,-2.125,0.787130415439606,3.45967292785645,0.510203003883362,3.94581627845764,0.0853824838995934,TRUE
"50",24.6428341772692,57.6656918270825,0,11,89,0,0,0,0,0,0,"evgr.trees",FALSE,74526121,13,470,1,207,1.09719347953796,0.388478577136993,0,57,0.0248004924505949,4.13872098922729,-0.625,0.751111090183258,3.33151817321777,0.307218223810196,3.39927458763123,0.0698484629392624,TRUE
"51",27.2817697401711,61.8929143583745,0,0,92,0,8,0,0,0,0,"evgr.trees",FALSE,31577901,23,504,19,232,1.05842626094818,0.369565218687057,0,119,0.0182771999388933,4.14848899841309,0.25,0.779999971389771,3.54984402656555,0.222774356603622,4.43114805221558,0.0435317754745483,TRUE
"52",27.5962246404552,56.3621224053003,0,24,12,0,64,0,0,0,0,"grassland",FALSE,87774218,53,884,27,432,1.02859699726105,0.343465059995651,0,176,0.0213864464312792,0.730921566486359,-2.375,0.537000000476837,3.45250749588013,0.454402059316635,3.74798035621643,0.0150698628276587,TRUE
"53",29.6736087046821,63.3571633397186,83,17,0,0,0,0,0,0,0,"cropland",FALSE,16702232,49,814,22,302,1.02808284759521,0.458781361579895,0,121,0.028887553140521,3.95101976394653,-1.125,0.749416649341583,3.48014688491821,1.11272192001343,3.81553363800049,0.270307064056396,TRUE
"54",25.6934592955237,63.6765751408696,0,0,100,0,0,0,0,0,0,"evgr.trees",TRUE,13452460,94,418,30,277,0.733833193778992,0.202877700328827,0,149,0.00755572505295277,3.98353719711304,0.125,0.653463423252106,4.07275915145874,0.153841495513916,0.976316332817078,0.0579403936862946,TRUE
"55",25.1041978098722,59.2262035247497,0,19,76,0,5,0,0,0,0,"evgr.trees",FALSE,58670746,30,610,15,290,1.05098724365234,0.355555564165115,0,64,0.00512498384341598,2.56724071502686,0,0.733777761459351,3.65030550956726,0.168633282184601,0.246434330940247,0.0553322322666645,TRUE
"56",25.8898446820185,58.8760231053441,0,20,0,0,80,0,0,0,0,"grassland",FALSE,62229778,24,600,15,265,1.07049477100372,0.387283235788345,0,86,0.0179902501404285,4.71238899230957,-0.375,0.690844416618347,3.3641951084137,0.32242825627327,1.51737999916077,0.0283814389258623,TRUE
"57",29.0624567592992,59.2539757576242,0,49,51,0,0,0,0,0,0,"evgr.trees",FALSE,58392496,38,606,1,329,1.02285146713257,0.296256691217422,0,93,0.0331181734800339,5.24409008026123,-2,0.7336585521698,3.44554400444031,0.251305490732193,4.29690599441528,0.00693586654961109,TRUE
"58",26.1101247115344,62.7490284830054,0,0,99,0,1,0,0,0,0,"evgr.trees",TRUE,22877680,15,572,27,246,1.10041558742523,0.398533016443253,0,127,0.0785766541957855,4.89473104476929,0.875,0.74635899066925,3.96437239646912,0.0723330825567245,0.608738720417023,0.0881364271044731,TRUE
"59",26.4890907765962,58.8750095416011,0,18,80,0,2,0,0,0,0,"evgr.trees",FALSE,62240462,22,605,10,273,1.07832133769989,0.378132104873657,0,88,0.0227139946073294,3.50851488113403,-1,0.770212769508362,3.67057228088379,0.176496431231499,6.24872970581055,0.0525311194360256,TRUE
"60",27.2043128778586,57.0843255739382,0,97,0,0,3,0,0,0,0,"dec.trees",TRUE,80435583,42,820,56,348,1.04676628112793,0.404109597206116,0,113,0.0284458976238966,1.327073097229,-0.125,0.698782622814178,3.47006130218506,0.407150983810425,4.72460412979126,0.024214118719101,TRUE
"61",25.847238539268,61.6111329530684,20,55,11,0,11,3,0,0,0,"dec.trees",FALSE,34439175,27,532,6,228,1.04764294624329,0.400000005960464,0,94,0.0333507433533669,3.14159274101257,-0.25,0.688416659832001,3.83314275741577,0.142099142074585,0.307092428207397,0.128952920436859,TRUE
"62",26.820416923739,58.084321600533,0,52,48,0,0,0,0,0,0,"dec.trees",FALSE,70274556,10,582,3,276,1.12050795555115,0.356643348932266,0,108,0.0893854200839996,5.65742301940918,2.5,0.727644443511963,3.443035364151,0.304684281349182,4.32735252380371,0.0246559362858534,TRUE
"63",27.4523817270389,56.360116096874,0,100,0,0,0,0,0,0,0,"dec.trees",TRUE,87794233,40,621,23,297,1.01935994625092,0.352941185235977,0,167,0.0175394639372826,5.49971771240234,0.875,0.616434752941132,3.54195976257324,0.425517529249191,4.4456353187561,0.037614855915308,TRUE
"64",28.2708323454552,56.2629151027775,0,100,0,0,0,0,0,0,0,"dec.trees",TRUE,88782898,31,634,30,270,1.05159664154053,0.402654856443405,0,121,0.0289662033319473,5.39176321029663,-0.75,0.654583334922791,3.46081018447876,0.38016864657402,4.92044591903687,0.0228835698217154,TRUE
"65",25.8789582523821,58.8154834332684,0,34,66,0,0,0,0,0,0,"evgr.trees",FALSE,62844647,31,525,18,254,1.03035092353821,0.34788191318512,0,76,0.0113058043643832,3.71051168441772,0,0.724186062812805,3.46085238456726,0.155814409255981,6.24979972839355,0.0577521957457066,TRUE
"66",24.9841367895976,63.3174442727649,23,3,74,0,0,0,0,0,0,"evgr.trees",FALSE,17100705,18,593,10,263,1.09136724472046,0.3855140209198,0,146,0.0159432645887136,2.25385427474976,0,0.73538464307785,5.69550609588623,0.110119536519051,0.423561066389084,0.184997066855431,TRUE
"67",25.8710277216847,55.8522155543936,0,26,58,0,16,0,0,0,0,"evgr.trees",FALSE,92953599,37,610,22,332,1.02707207202911,0.295116782188416,0,136,0.125390067696571,5.77563524246216,-0.875,0.592538475990295,3.40628957748413,0.349402457475662,3.61489081382751,0.0523314997553825,TRUE
"68",25.0842988158387,57.4375134514489,0,82,3,0,15,0,0,0,0,"dec.trees",FALSE,76844966,24,795,22,378,1.091801404953,0.355498731136322,0,76,0.0727375224232674,0.865447580814362,-0.625,0.643769204616547,3.57010269165039,0.344265788793564,0.819810688495636,0.0115172863006592,TRUE
"69",25.0624695249035,57.4553654064449,0,0,0,0,0,1,99,0,0,"wetland",TRUE,76663504,50,597,31,229,0.980468511581421,0.445520579814911,0,71,0.0100454995408654,5.05887794494629,-0.625,0.549061238765717,3.58027458190918,0.379271984100342,6.19002342224121,0.0259517878293991,TRUE
"70",28.9742487593523,62.0307523015588,0,0,0,100,0,0,0,0,0,"shrubland",TRUE,30178487,51,668,40,261,0.99521666765213,0.438105493783951,0,87,0.0417552255094051,0.866369009017944,-0.5,0.673513531684875,3.52341985702515,0.280340015888214,0.703461349010468,0.0531710088253021,TRUE
"71",28.3105000017567,57.418656422879,0,0,0,0,0,0,100,0,0,"wetland",TRUE,77039738,97,598,58,318,0.836008965969086,0.305676847696304,0,58,0.00676733069121838,3.88659000396729,-0.5,0.516285717487335,3.40727496147156,0.250189632177353,3.0107057094574,0.0890936031937599,TRUE
"72",29.2251893579129,63.2956209581261,0,0,0,100,0,0,0,0,0,"shrubland",TRUE,17326740,104,586,48,307,0.810131013393402,0.312430024147034,0,136,0.183983594179153,1.35486316680908,2.625,0.670909106731415,3.33925199508667,0.517533302307129,3.09893369674683,0.0708573535084724,TRUE
"73",28.2132914863606,58.4583939300446,0,0,0,97,3,0,0,0,0,"shrubland",TRUE,66475800,25,515,18,222,1.05228078365326,0.39755767583847,0,47,0.0389056950807571,2.05553126335144,-2.875,0.721191465854645,3.55194473266602,0.30647486448288,3.56677103042603,0.0648224577307701,TRUE
"74",24.6121026244711,64.2013638016183,0,0,0,96,3,1,0,0,0,"shrubland",TRUE,8119050,17,612,1,296,1.09701824188232,0.348017632961273,0,61,0.0113331247121096,0.940063774585724,0.375,0.704636335372925,3.89067888259888,0.221757084131241,6.12977170944214,0.0898240357637405,TRUE
"75",24.6934162538104,57.0228186313624,0,0,0,0,100,0,0,0,0,"grassland",TRUE,81058012,97,738,38,444,0.890320420265198,0.248730957508087,0,45,0.0206944588571787,0.40989089012146,-1.125,0.580102562904358,3.73481678962708,0.227871254086494,6.04309701919556,0.0684051364660263,TRUE
"76",27.4087407625173,63.6994069660183,18,82,0,0,0,0,0,0,0,"dec.trees",FALSE,13222349,43,824,27,392,1.04474377632141,0.355263143777847,0,117,0.0380426682531834,1.0856499671936,-0.125,0.699625015258789,3.67251563072205,0.712029814720154,4.73057699203491,0.144000053405762,TRUE
"77",24.4206632264262,63.970231012784,0,0,0,0,0,0,100,0,0,"wetland",TRUE,10467497,35,202,6,119,0.816832542419434,0.258566975593567,0,89,0.00219150842167437,1.98680651187897,0.125,0.642099976539612,3.72677206993103,0.0897059738636017,1.67106449604034,0.0303938928991556,TRUE
"78",25.8928420646244,64.082325559267,0,0,0,0,5,37,0,0,58,"water",FALSE,9329941,178,479,88,342,0.531316578388214,0.166869670152664,0,131,0.0254524331539869,1.57079637050629,0,0.373294115066528,3.77376174926758,0.0170472543686628,0.512978553771973,0.0742371007800102,TRUE
"79",28.5396755134297,64.0972182073954,0,0,18,63,14,0,0,5,0,"shrubland",FALSE,9181409,82,523,35,235,0.84533017873764,0.37994721531868,0,150,0.0258624013513327,0.706048250198364,1.125,0.597641050815582,3.5603814125061,0.360096842050552,3.37578535079956,0.0657833889126778,TRUE
"80",25.0069330639864,56.9395143470298,99,1,0,0,0,0,0,0,0,"cropland",TRUE,81905048,36,550,21,293,1.01719665527344,0.304863572120667,0,90,0.060671441257,1.78386437892914,-2.125,0.580186069011688,3.64950728416443,0.312972694635391,5.09384489059448,0.0779995769262314,TRUE
"81",23.5366720007092,61.6507898620093,0,0,6,88,5,0,0,1,0,"shrubland",FALSE,34033646,42,633,20,252,1.01540374755859,0.430508464574814,0,120,0.0175267420709133,1.29146862030029,-1.375,0.728936195373535,3.7302451133728,0.358045965433121,5.48409271240234,0.0806873962283134,TRUE
"82",23.6667157346652,60.1329412592473,0,26,14,58,2,0,0,0,0,"shrubland",FALSE,49456177,25,454,22,191,1.03856754302979,0.407751947641373,0,67,0.061028778553009,4.19568634033203,1,0.719538450241089,3.62242341041565,0.296401470899582,3.97937607765198,0.0377593152225018,TRUE
"83",27.4573264953376,61.8194569027265,0,0,15,78,7,0,0,0,0,"shrubland",FALSE,32323998,11,326,31,132,1.0837584733963,0.423580795526505,0,111,0.0101809399202466,2.24088025093079,-0.375,0.759288907051086,3.82893490791321,0.208948567509651,5.84002590179443,0.0849582701921463,TRUE
"84",24.0238261884317,59.2817923146515,0,9,0,0,91,0,0,0,0,"grassland",FALSE,58105177,60,762,32,314,0.990464150905609,0.416356891393661,0,8,0.0301063619554043,0.472981184720993,-1.625,0.641523838043213,3.8259425163269,0.247874885797501,6.02206754684448,0.1025500446558,TRUE
"85",26.2926166538471,57.4166683594748,0,0,0,78,22,0,0,0,0,"shrubland",FALSE,77057864,21,580,17,262,1.07864797115326,0.37767219543457,0,95,0.0431973598897457,5.6863169670105,-0.125,0.714325606822968,3.45428943634033,0.335254013538361,2.59293055534363,0.0320065803825855,TRUE
"86",23.1765581377507,57.034690456184,0,26,15,0,0,0,59,0,0,"wetland",FALSE,80935523,42,679,27,341,1.02462697029114,0.331372559070587,0,43,0.0925978273153305,3.97243976593018,-1.25,0.6524897813797,3.68291687965393,0.281317830085754,5.56943225860596,0.0576440282166004,TRUE
"87",20.2023491960532,60.2757763178369,0,0,18,0,82,0,0,0,0,"grassland",FALSE,48001165,76,384,25,357,0.77642560005188,0.0364372469484806,0,62,0.0396863371133804,5.07061195373535,0.75,0.518769204616547,3.54179453849792,0.0488976314663887,1.33802163600922,0.00935181137174368,TRUE
"88",24.3987976565818,57.6528147472243,0,3,0,0,97,0,0,0,0,"grassland",TRUE,74656915,45,676,22,308,1.0149759054184,0.37398374080658,0,11,0.062715157866478,2.75031399726868,-0.75,0.713354825973511,3.56323218345642,0.336814969778061,5.5374436378479,0.0227424502372742,TRUE
"89",22.3273873632673,56.8135380296808,0,0,36,0,64,0,0,0,0,"grassland",FALSE,83182507,41,671,56,274,1.02617394924164,0.420105814933777,0,96,0.0385593995451927,2.18720388412476,2,0.615574479103088,3.4972984790802,0.27323967218399,5.04550170898438,0.0188383925706148,TRUE
"90",21.4147278172248,62.8164821820476,0,0,14,86,0,0,0,0,0,"shrubland",FALSE,22187507,20,778,12,294,1.10163378715515,0.451492547988892,0,10,0.00486195832490921,6.28318548202515,0,0.66885244846344,3.97257494926453,0.154137313365936,0.120996415615082,0.14493165910244,TRUE
"91",27.5664653815024,62.6954742159,0,0,9,48,43,0,0,0,0,"shrubland",FALSE,23423468,81,705,57,335,0.920728623867035,0.355769217014313,0,101,0.0172858014702797,2.31651091575623,0.375,0.586444437503815,3.69419121742249,0.31254830956459,6.0383243560791,0.0622438415884972,TRUE
"92",26.457337714112,62.544669896206,0,0,0,81,19,0,0,0,0,"shrubland",FALSE,24954510,45,703,7,296,1.02020955085754,0.407407402992249,0,144,0.0612960867583752,3.36689376831055,-2.25,0.707764685153961,5.18023729324341,0.0780455470085144,6.25319147109985,0.123434752225876,TRUE
"93",23.0853040442394,55.545632386014,0,0,62,0,38,0,0,0,0,"evgr.trees",FALSE,96065511,42,741,33,358,1.03534400463104,0.348498642444611,0,111,0.00892595294862986,4.00537872314453,-0.125,0.639622628688812,3.62325739860535,0.313049882650375,4.85542726516724,0.0346671566367149,TRUE
